id_data,lokasi_awal_user,durasi_perjalanan,jumlah_hari,jumlah_orang,budget,segmen_budget,jenis_transportasi,preferensi_penginapan,preferensi_kategori,preferensi_aktivitas,nama_wisata,kategori_wisata,kota_tujuan,latitude,longitude,koordinat_destinasi,alamat,deskripsi_wisata,kecocokan_kategori,kecocokan_aktivitas,kecocokan_budget,kecocokan_jarak,estimasi_jarak_km,estimasi_waktu_menit,estimasi_biaya_transportasi,estimasi_biaya_penginapan,estimasi_biaya_makan,estimasi_biaya_tiket,total_estimasi_biaya,status_budget,label_rekomendasi
BDG-TRV-0843,Kabupaten Bandung,3 hari 2 malam,3,3,4563000,premium,mobil,hemat,kebun binatang,keluarga,Trans Studio Mall Bandung,mall,Kota Bandung,-6.9254,107.6358,"-6.9254,107.6358","Jl. Gatot Subroto No.289, Cibangkong, Batununggal, Kota Bandung",Trans Studio Mall Bandung adalah pusat perbelanjaan dan hiburan indoor yang terhubung dengan kawasan Trans Studio Bandung.,0,1,1,1,29.02,54,174000,360000,630000,30000,1194000,sesuai,0
BDG-TRV-0844,Jakarta,3 hari 2 malam,3,2,2129000,hemat,transportasi umum,hemat,belanja,santai,Paskal 23 Bandung,mall,Kota Bandung,-6.9147,107.5918,"-6.9147,107.5918","Jl. Pasir Kaliki No.25-27, Kebon Jeruk, Andir, Kota Bandung",Paskal 23 Bandung adalah pusat perbelanjaan dan kuliner modern yang dekat dengan kawasan stasiun dan pusat kota.,1,1,1,1,182.12,289,656000,360000,420000,20000,1456000,sesuai,1
BDG-TRV-0845,Kabupaten Bandung,3 hari 2 malam,3,3,1784000,hemat,transportasi umum,hemat,wisata tematik,foto-foto,Dago Dreampark,wisata tematik,Kabupaten Bandung Barat,-6.8486,107.6246,"-6.8486,107.6246","Jl. Dago Giri, Mekarwangi, Lembang, Kabupaten Bandung Barat","Dago Dreampark adalah wisata tematik keluarga dengan wahana permainan, spot foto, dan suasana alam di kawasan Lembang.",1,1,1,1,82.42,168,297000,360000,630000,195000,1482000,sesuai,1
BDG-TRV-0846,Depok,3 hari 2 malam,3,2,1162000,standar,mobil,hemat,alam,kuliner,Tangkuban Perahu,gunung,Kabupaten Bandung Barat,-6.7596,107.6098,"-6.7596,107.6098","Cikahuripan, Lembang, Kabupaten Bandung Barat",Tangkuban Perahu adalah kawasan wisata gunung berapi dengan kawah alam yang populer untuk wisata alam dan edukasi geologi.,1,0,0,1,222.13,476,1333000,360000,420000,70000,2183000,melebihi budget,0
BDG-TRV-0847,Bogor,2 hari 1 malam,2,3,938000,hemat,transportasi umum,standar,mall,budaya,Tebing Keraton,wisata alam,Kabupaten Bandung Barat,-6.8341,107.6635,"-6.8341,107.6635","Ciburial, Cimenyan, Kabupaten Bandung Barat",Tebing Keraton adalah destinasi wisata alam dengan pemandangan hutan dan perbukitan yang cocok untuk foto dan menikmati udara sejuk.,0,0,0,1,223.31,442,804000,320000,420000,90000,1634000,melebihi budget,0
BDG-TRV-0848,Bekasi,3 hari 2 malam,3,2,4613000,premium,mobil,nyaman,kuliner,foto-foto,Sudirman Street Bandung,wisata kuliner,Kota Bandung,-6.9177,107.5969,"-6.9177,107.5969","Jl. Jend. Sudirman, Karanganyar, Astanaanyar, Kota Bandung",Sudirman Street Bandung adalah kawasan kuliner malam yang menawarkan berbagai makanan lokal dan suasana street food kota.,1,1,1,0,297.31,485,1784000,1040000,420000,30000,3274000,sesuai,0
BDG-TRV-0849,Bekasi,2 hari 1 malam,2,1,582000,hemat,mobil,hemat,alam,alam,Kawah Putih,wisata alam,Kabupaten Bandung,-7.1662,107.402,"-7.1662,107.402","Sugihmukti, Pasirjambu, Kabupaten Bandung",Kawah Putih adalah wisata alam di Ciwidey dengan danau kawah berwarna putih kehijauan dan panorama pegunungan.,1,1,0,0,324.77,671,1949000,180000,140000,30000,2299000,melebihi budget,0
BDG-TRV-0850,Bogor,3 hari 2 malam,3,2,1649000,standar,transportasi umum,standar,alam,healing,Tebing Keraton,wisata alam,Kabupaten Bandung Barat,-6.8341,107.6635,"-6.8341,107.6635","Ciburial, Cimenyan, Kabupaten Bandung Barat",Tebing Keraton adalah destinasi wisata alam dengan pemandangan hutan dan perbukitan yang cocok untuk foto dan menikmati udara sejuk.,1,1,0,1,186.42,331,671000,640000,420000,60000,1791000,melebihi budget,0
BDG-TRV-0851,Tasikmalaya,4 hari 3 malam,4,2,612000,hemat,motor,standar,alam,budaya,The Lodge Maribaya,wisata alam,Kabupaten Bandung Barat,-6.8294,107.6875,"-6.8294,107.6875","Cibodas, Lembang, Kabupaten Bandung Barat","The Lodge Maribaya adalah destinasi alam dengan wahana foto, pemandangan hutan pinus, dan aktivitas rekreasi keluarga.",1,0,0,1,200.0,429,560000,960000,560000,60000,2140000,melebihi budget,0
BDG-TRV-0852,Jakarta,4 hari 3 malam,4,5,4111000,premium,mobil,hemat,gunung,santai,Floating Market Lembang,wisata kuliner,Kabupaten Bandung Barat,-6.8167,107.6187,"-6.8167,107.6187","Jl. Grand Hotel No.33E, Lembang, Kabupaten Bandung Barat","Floating Market Lembang menawarkan pengalaman kuliner, wahana keluarga, taman, dan suasana danau di kawasan Lembang.",0,0,1,0,235.58,505,1413000,540000,1400000,75000,3428000,sesuai,0
BDG-TRV-0853,Kabupaten Bandung,3 hari 2 malam,3,3,2017000,hemat,transportasi umum,nyaman,kebun binatang,edukasi,Kebun Binatang Bandung,kebun binatang,Kota Bandung,-6.8902,107.607,"-6.8902,107.607","Jl. Tamansari No.71, Lebak Siliwangi, Coblong, Kota Bandung",Kebun Binatang Bandung adalah wisata edukasi keluarga yang menampilkan berbagai satwa dan area rekreasi di kawasan Tamansari.,1,1,1,1,29.34,62,106000,1040000,630000,150000,1926000,sesuai,1
BDG-TRV-0854,Cimahi,3 hari 2 malam,3,2,2402000,standar,transportasi umum,hemat,wisata religi,belanja,Farm House Lembang,wisata tematik,Kabupaten Bandung Barat,-6.8325,107.605,"-6.8325,107.605","Jl. Raya Lembang No.108, Gudangkahuripan, Lembang","Farm House Lembang adalah wisata tematik dengan nuansa Eropa, spot foto, taman, dan area rekreasi keluarga.",0,0,1,1,53.67,88,193000,360000,420000,130000,1103000,sesuai,0
BDG-TRV-0855,Bekasi,1 hari,1,2,4822000,premium,transportasi umum,tanpa penginapan,belanja,santai,Bandung Indah Plaza,mall,Kota Bandung,-6.9089,107.6105,"-6.9089,107.6105","Jl. Merdeka No.56, Citarum, Bandung Wetan, Kota Bandung","Bandung Indah Plaza adalah pusat perbelanjaan di pusat Kota Bandung dengan pilihan fashion, kuliner, hiburan, dan kebutuhan gaya hidup.",1,1,1,1,136.77,278,492000,0,140000,20000,652000,sesuai,1
BDG-TRV-0856,Tasikmalaya,1 hari,1,4,3166000,premium,mobil,tanpa penginapan,kebun binatang,keluarga,Bandung Indah Plaza,mall,Kota Bandung,-6.9089,107.6105,"-6.9089,107.6105","Jl. Merdeka No.56, Citarum, Bandung Wetan, Kota Bandung","Bandung Indah Plaza adalah pusat perbelanjaan di pusat Kota Bandung dengan pilihan fashion, kuliner, hiburan, dan kebutuhan gaya hidup.",0,0,1,0,126.13,284,757000,0,280000,40000,1077000,sesuai,0
BDG-TRV-0857,Jakarta,1 hari,1,4,1504000,hemat,transportasi umum,tanpa penginapan,alam,healing,Kawah Putih,wisata alam,Kabupaten Bandung,-7.1662,107.402,"-7.1662,107.402","Sugihmukti, Pasirjambu, Kabupaten Bandung",Kawah Putih adalah wisata alam di Ciwidey dengan danau kawah berwarna putih kehijauan dan panorama pegunungan.,1,1,1,1,218.26,465,786000,0,280000,120000,1186000,sesuai,1
BDG-TRV-0858,Garut,3 hari 2 malam,3,2,760000,hemat,transportasi umum,hemat,edukasi,budaya,Kebun Binatang Bandung,kebun binatang,Kota Bandung,-6.8902,107.607,"-6.8902,107.607","Jl. Tamansari No.71, Lebak Siliwangi, Coblong, Kota Bandung",Kebun Binatang Bandung adalah wisata edukasi keluarga yang menampilkan berbagai satwa dan area rekreasi di kawasan Tamansari.,1,0,0,1,113.09,258,407000,360000,420000,100000,1287000,melebihi budget,0
BDG-TRV-0859,Bogor,1 hari,1,5,3717000,premium,motor,tanpa penginapan,wisata kota,keluarga,Tangkuban Perahu,gunung,Kabupaten Bandung Barat,-6.7596,107.6098,"-6.7596,107.6098","Cikahuripan, Lembang, Kabupaten Bandung Barat",Tangkuban Perahu adalah kawasan wisata gunung berapi dengan kawah alam yang populer untuk wisata alam dan edukasi geologi.,0,0,1,0,221.26,506,620000,0,350000,175000,1145000,sesuai,0
BDG-TRV-0860,Kota Bandung,1 hari,1,2,1785000,standar,transportasi umum,tanpa penginapan,wisata kuliner,budaya,Farm House Lembang,wisata tematik,Kabupaten Bandung Barat,-6.8325,107.605,"-6.8325,107.605","Jl. Raya Lembang No.108, Gudangkahuripan, Lembang","Farm House Lembang adalah wisata tematik dengan nuansa Eropa, spot foto, taman, dan area rekreasi keluarga.",0,0,1,1,70.36,137,253000,0,140000,130000,523000,sesuai,0
BDG-TRV-0861,Bogor,2 hari 1 malam,2,2,480000,hemat,motor,standar,edukasi,belanja,Museum Konferensi Asia Afrika,museum,Kota Bandung,-6.921,107.6097,"-6.921,107.6097","Jl. Asia Afrika No.65, Braga, Sumur Bandung, Kota Bandung","Museum Konferensi Asia Afrika menyajikan sejarah Konferensi Asia Afrika dan cocok untuk wisata edukasi, sejarah, serta kunjungan pelajar.",1,0,0,1,162.84,371,456000,320000,280000,30000,1086000,melebihi budget,0
BDG-TRV-0862,Bogor,1 hari,1,3,1547000,hemat,transportasi umum,tanpa penginapan,wisata kuliner,foto-foto,Floating Market Lembang,wisata kuliner,Kabupaten Bandung Barat,-6.8167,107.6187,"-6.8167,107.6187","Jl. Grand Hotel No.33E, Lembang, Kabupaten Bandung Barat","Floating Market Lembang menawarkan pengalaman kuliner, wahana keluarga, taman, dan suasana danau di kawasan Lembang.",1,1,1,1,239.71,438,863000,0,210000,45000,1118000,sesuai,1
BDG-TRV-0863,Cimahi,3 hari 2 malam,3,3,4961000,premium,transportasi umum,standar,alam,alam,Ranca Upas,wisata alam,Kabupaten Bandung,-7.1421,107.3957,"-7.1421,107.3957","Jl. Raya Ciwidey-Patengan, Rancabali, Kabupaten Bandung",Ranca Upas adalah kawasan wisata alam dan bumi perkemahan yang dikenal dengan penangkaran rusa dan udara sejuk pegunungan.,1,1,1,1,47.62,91,171000,640000,630000,90000,1531000,sesuai,1
BDG-TRV-0864,Tasikmalaya,3 hari 2 malam,3,2,1555000,standar,mobil,standar,museum,religi,Museum Konferensi Asia Afrika,museum,Kota Bandung,-6.921,107.6097,"-6.921,107.6097","Jl. Asia Afrika No.65, Braga, Sumur Bandung, Kota Bandung","Museum Konferensi Asia Afrika menyajikan sejarah Konferensi Asia Afrika dan cocok untuk wisata edukasi, sejarah, serta kunjungan pelajar.",1,0,0,1,130.04,291,780000,640000,420000,30000,1870000,melebihi budget,0
BDG-TRV-0865,Kabupaten Bandung,3 hari 2 malam,3,5,4727000,premium,mobil,nyaman,edukasi,santai,Kebun Binatang Bandung,kebun binatang,Kota Bandung,-6.8902,107.607,"-6.8902,107.607","Jl. Tamansari No.71, Lebak Siliwangi, Coblong, Kota Bandung",Kebun Binatang Bandung adalah wisata edukasi keluarga yang menampilkan berbagai satwa dan area rekreasi di kawasan Tamansari.,1,1,1,1,20.05,40,120000,1040000,1050000,250000,2460000,sesuai,1
BDG-TRV-0866,Garut,2 hari 1 malam,2,3,2035000,standar,motor,nyaman,alam,foto-foto,Orchid Forest Cikole,wisata alam,Kabupaten Bandung Barat,-6.7806,107.6373,"-6.7806,107.6373","Cikole, Lembang, Kabupaten Bandung Barat","Orchid Forest Cikole adalah wisata alam hutan pinus dengan koleksi anggrek, spot foto, dan suasana sejuk di Lembang.",1,1,1,1,138.42,221,388000,520000,420000,90000,1418000,sesuai,1
BDG-TRV-0867,Garut,4 hari 3 malam,4,2,2695000,standar,transportasi umum,standar,gunung,alam,Tangkuban Perahu,gunung,Kabupaten Bandung Barat,-6.7596,107.6098,"-6.7596,107.6098","Cikahuripan, Lembang, Kabupaten Bandung Barat",Tangkuban Perahu adalah kawasan wisata gunung berapi dengan kawah alam yang populer untuk wisata alam dan edukasi geologi.,1,1,1,1,110.76,251,399000,960000,560000,70000,1989000,sesuai,1
BDG-TRV-0868,Kabupaten Bandung,2 hari 1 malam,2,2,4959000,premium,transportasi umum,nyaman,alam,foto-foto,Curug Cimahi,wisata alam,Kabupaten Bandung Barat,-6.7986,107.5775,"-6.7986,107.5775","Kertawangi, Cisarua, Kabupaten Bandung Barat",Curug Cimahi adalah wisata air terjun di Bandung Barat dengan jalur trekking ringan dan suasana alam yang sejuk.,1,1,1,0,246.5,385,887000,520000,280000,60000,1747000,sesuai,0
BDG-TRV-0869,Jakarta,1 hari,1,4,1988000,standar,motor,tanpa penginapan,alam,alam,Curug Cimahi,wisata alam,Kabupaten Bandung Barat,-6.7986,107.5775,"-6.7986,107.5775","Kertawangi, Cisarua, Kabupaten Bandung Barat",Curug Cimahi adalah wisata air terjun di Bandung Barat dengan jalur trekking ringan dan suasana alam yang sejuk.,1,1,1,0,366.82,739,1027000,0,280000,120000,1427000,sesuai,0
BDG-TRV-0870,Bekasi,3 hari 2 malam,3,2,2786000,standar,mobil,hemat,wisata alam,keluarga,The Lodge Maribaya,wisata alam,Kabupaten Bandung Barat,-6.8294,107.6875,"-6.8294,107.6875","Cibodas, Lembang, Kabupaten Bandung Barat","The Lodge Maribaya adalah destinasi alam dengan wahana foto, pemandangan hutan pinus, dan aktivitas rekreasi keluarga.",1,1,1,1,198.55,420,1191000,360000,420000,60000,2031000,sesuai,1
BDG-TRV-0871,Kota Bandung,2 hari 1 malam,2,2,1225000,standar,transportasi umum,hemat,belanja,sejarah,Cihampelas Walk,mall,Kota Bandung,-6.894,107.6042,"-6.894,107.6042","Jl. Cihampelas No.160, Cipaganti, Coblong, Kota Bandung",Cihampelas Walk adalah pusat belanja dan kuliner dengan konsep ruang terbuka yang cocok untuk jalan santai dan hiburan keluarga.,1,0,1,1,11.88,20,43000,180000,280000,20000,523000,sesuai,0
BDG-TRV-0872,Cimahi,2 hari 1 malam,2,4,1869000,standar,mobil,hemat,edukasi,keluarga,Museum Geologi Bandung,museum,Kota Bandung,-6.9007,107.6215,"-6.9007,107.6215","Jl. Diponegoro No.57, Cihaur Geulis, Cibeunying Kaler, Kota Bandung","Museum Geologi Bandung adalah destinasi edukasi yang menampilkan koleksi batuan, mineral, fosil, dan informasi sejarah bumi.",1,1,1,1,31.78,70,191000,180000,560000,60000,991000,sesuai,1
BDG-TRV-0873,Bekasi,2 hari 1 malam,2,2,2480000,standar,mobil,hemat,alam,foto-foto,The Lodge Maribaya,wisata alam,Kabupaten Bandung Barat,-6.8294,107.6875,"-6.8294,107.6875","Cibodas, Lembang, Kabupaten Bandung Barat","The Lodge Maribaya adalah destinasi alam dengan wahana foto, pemandangan hutan pinus, dan aktivitas rekreasi keluarga.",1,1,1,1,184.99,358,1110000,180000,280000,60000,1630000,sesuai,1
BDG-TRV-0874,Jakarta,2 hari 1 malam,2,4,2219000,standar,motor,standar,museum,sejarah,Museum Geologi Bandung,museum,Kota Bandung,-6.9007,107.6215,"-6.9007,107.6215","Jl. Diponegoro No.57, Cihaur Geulis, Cibeunying Kaler, Kota Bandung","Museum Geologi Bandung adalah destinasi edukasi yang menampilkan koleksi batuan, mineral, fosil, dan informasi sejarah bumi.",1,1,1,1,211.06,398,591000,320000,560000,60000,1531000,sesuai,1
BDG-TRV-0875,Tasikmalaya,3 hari 2 malam,3,1,2186000,hemat,mobil,hemat,keluarga,foto-foto,Dago Dreampark,wisata tematik,Kabupaten Bandung Barat,-6.8486,107.6246,"-6.8486,107.6246","Jl. Dago Giri, Mekarwangi, Lembang, Kabupaten Bandung Barat","Dago Dreampark adalah wisata tematik keluarga dengan wahana permainan, spot foto, dan suasana alam di kawasan Lembang.",1,1,1,1,183.58,367,1101000,360000,210000,65000,1736000,sesuai,1
BDG-TRV-0876,Kota Bandung,2 hari 1 malam,2,5,2079000,standar,motor,nyaman,wisata kota,religi,Farm House Lembang,wisata tematik,Kabupaten Bandung Barat,-6.8325,107.605,"-6.8325,107.605","Jl. Raya Lembang No.108, Gudangkahuripan, Lembang","Farm House Lembang adalah wisata tematik dengan nuansa Eropa, spot foto, taman, dan area rekreasi keluarga.",0,0,1,1,20.36,33,57000,520000,700000,325000,1602000,sesuai,0
BDG-TRV-0877,Tasikmalaya,2 hari 1 malam,2,5,981000,premium,motor,hemat,edukasi,keluarga,Museum Geologi Bandung,museum,Kota Bandung,-6.9007,107.6215,"-6.9007,107.6215","Jl. Diponegoro No.57, Cihaur Geulis, Cibeunying Kaler, Kota Bandung","Museum Geologi Bandung adalah destinasi edukasi yang menampilkan koleksi batuan, mineral, fosil, dan informasi sejarah bumi.",1,1,0,1,162.68,314,456000,180000,700000,75000,1411000,melebihi budget,0
BDG-TRV-0878,Garut,3 hari 2 malam,3,2,4406000,premium,motor,hemat,edukasi,sejarah,Museum Geologi Bandung,museum,Kota Bandung,-6.9007,107.6215,"-6.9007,107.6215","Jl. Diponegoro No.57, Cihaur Geulis, Cibeunying Kaler, Kota Bandung","Museum Geologi Bandung adalah destinasi edukasi yang menampilkan koleksi batuan, mineral, fosil, dan informasi sejarah bumi.",1,1,1,1,110.3,241,309000,360000,420000,30000,1119000,sesuai,1
BDG-TRV-0879,Jakarta,2 hari 1 malam,2,5,2324000,standar,transportasi umum,nyaman,alam,foto-foto,Tangkuban Perahu,gunung,Kabupaten Bandung Barat,-6.7596,107.6098,"-6.7596,107.6098","Cikahuripan, Lembang, Kabupaten Bandung Barat",Tangkuban Perahu adalah kawasan wisata gunung berapi dengan kawah alam yang populer untuk wisata alam dan edukasi geologi.,1,1,0,0,263.99,534,950000,520000,700000,175000,2345000,melebihi budget,0
BDG-TRV-0880,Tasikmalaya,2 hari 1 malam,2,5,2083000,hemat,transportasi umum,hemat,cafe view,foto-foto,Cafe D'Pakar Bandung,cafe view,Kota Bandung,-6.8398,107.6537,"-6.8398,107.6537","Dago Pakar, Ciburial, Cimenyan, Bandung","Cafe D'Pakar Bandung adalah tempat wisata kuliner dengan suasana alam sejuk, area outdoor, dan pemandangan pepohonan di kawasan Dago Pakar.",1,1,1,1,112.58,181,405000,180000,700000,100000,1385000,sesuai,1
BDG-TRV-0881,Kabupaten Bandung,2 hari 1 malam,2,2,1571000,standar,transportasi umum,standar,keluarga,keluarga,Kampung Gajah Wonderland,wisata tematik,Kabupaten Bandung Barat,-6.8291,107.5933,"-6.8291,107.5933","Jl. Sersan Bajuri, Cihideung, Parongpong, Kabupaten Bandung Barat",Kampung Gajah Wonderland dikenal sebagai kawasan wisata tematik keluarga dengan berbagai wahana dan area rekreasi.,1,1,1,1,98.16,188,353000,320000,280000,130000,1083000,sesuai,1
BDG-TRV-0882,Kota Bandung,2 hari 1 malam,2,1,4310000,premium,mobil,standar,kebun binatang,foto-foto,Jalan Braga,wisata kota,Kota Bandung,-6.9175,107.6098,"-6.9175,107.6098","Jl. Braga, Braga, Sumur Bandung, Kota Bandung","Jalan Braga adalah kawasan wisata kota dengan nuansa klasik, bangunan bersejarah, kafe, kuliner, dan spot foto yang populer di Bandung.",0,1,1,1,19.23,36,115000,320000,140000,5000,580000,sesuai,0
BDG-TRV-0883,Kabupaten Bandung,4 hari 3 malam,4,2,1996000,standar,mobil,hemat,kuliner,foto-foto,Floating Market Lembang,wisata kuliner,Kabupaten Bandung Barat,-6.8167,107.6187,"-6.8167,107.6187","Jl. Grand Hotel No.33E, Lembang, Kabupaten Bandung Barat","Floating Market Lembang menawarkan pengalaman kuliner, wahana keluarga, taman, dan suasana danau di kawasan Lembang.",1,1,0,1,219.82,504,1319000,540000,560000,30000,2449000,melebihi budget,0
BDG-TRV-0884,Bogor,2 hari 1 malam,2,2,2042000,hemat,transportasi umum,nyaman,wisata edukasi,alam,Jendela Alam,wisata edukasi,Kabupaten Bandung Barat,-6.8287,107.5976,"-6.8287,107.5976","Komplek Graha Puspa, Lembang, Kabupaten Bandung Barat","Jendela Alam adalah wisata edukasi keluarga yang mengenalkan aktivitas pertanian, peternakan, dan lingkungan alam.",1,1,1,1,219.41,459,790000,520000,280000,50000,1640000,sesuai,1
BDG-TRV-0885,Kabupaten Bandung,2 hari 1 malam,2,4,1536000,hemat,mobil,standar,wisata edukasi,santai,Taman Lalu Lintas Bandung,wisata edukasi,Kota Bandung,-6.9128,107.6169,"-6.9128,107.6169","Jl. Belitung No.1, Merdeka, Sumur Bandung, Kota Bandung",Taman Lalu Lintas Bandung adalah tempat wisata edukasi anak dan keluarga untuk mengenal aturan lalu lintas melalui area bermain dan taman kota.,1,1,1,1,52.83,105,317000,320000,560000,100000,1297000,sesuai,1
BDG-TRV-0886,Garut,1 hari,1,1,598000,standar,mobil,tanpa penginapan,wisata alam,kuliner,Dusun Bambu,wisata alam,Kabupaten Bandung Barat,-6.789,107.5788,"-6.789,107.5788","Jl. Kolonel Masturi KM 11, Cisarua, Kabupaten Bandung Barat","Dusun Bambu adalah destinasi wisata alam dan kuliner keluarga dengan pemandangan pegunungan, taman, dan area rekreasi.",1,1,0,0,143.89,256,863000,0,70000,30000,963000,melebihi budget,0
BDG-TRV-0887,Bekasi,1 hari,1,1,3363000,premium,mobil,tanpa penginapan,wisata alam,alam,The Lodge Maribaya,wisata alam,Kabupaten Bandung Barat,-6.8294,107.6875,"-6.8294,107.6875","Cibodas, Lembang, Kabupaten Bandung Barat","The Lodge Maribaya adalah destinasi alam dengan wahana foto, pemandangan hutan pinus, dan aktivitas rekreasi keluarga.",1,1,1,0,279.61,567,1678000,0,70000,30000,1778000,sesuai,0
BDG-TRV-0888,Bekasi,3 hari 2 malam,3,2,369000,hemat,motor,hemat,wisata kota,foto-foto,Tangkuban Perahu,gunung,Kabupaten Bandung Barat,-6.7596,107.6098,"-6.7596,107.6098","Cikahuripan, Lembang, Kabupaten Bandung Barat",Tangkuban Perahu adalah kawasan wisata gunung berapi dengan kawah alam yang populer untuk wisata alam dan edukasi geologi.,0,1,0,1,217.16,477,608000,360000,420000,70000,1458000,melebihi budget,0
BDG-TRV-0889,Garut,1 hari,1,3,930000,hemat,mobil,tanpa penginapan,wisata religi,budaya,Taman Lalu Lintas Bandung,wisata edukasi,Kota Bandung,-6.9128,107.6169,"-6.9128,107.6169","Jl. Belitung No.1, Merdeka, Sumur Bandung, Kota Bandung",Taman Lalu Lintas Bandung adalah tempat wisata edukasi anak dan keluarga untuk mengenal aturan lalu lintas melalui area bermain dan taman kota.,0,0,0,0,107.94,241,648000,0,210000,75000,933000,melebihi budget,0
BDG-TRV-0890,Depok,2 hari 1 malam,2,2,1706000,standar,mobil,standar,kebun binatang,religi,Dusun Bambu,wisata alam,Kabupaten Bandung Barat,-6.789,107.5788,"-6.789,107.5788","Jl. Kolonel Masturi KM 11, Cisarua, Kabupaten Bandung Barat","Dusun Bambu adalah destinasi wisata alam dan kuliner keluarga dengan pemandangan pegunungan, taman, dan area rekreasi.",0,0,0,1,184.93,279,1110000,320000,280000,60000,1770000,melebihi budget,0
BDG-TRV-0891,Jakarta,3 hari 2 malam,3,5,1494000,standar,transportasi umum,hemat,alam,alam,Ranca Upas,wisata alam,Kabupaten Bandung,-7.1421,107.3957,"-7.1421,107.3957","Jl. Raya Ciwidey-Patengan, Rancabali, Kabupaten Bandung",Ranca Upas adalah kawasan wisata alam dan bumi perkemahan yang dikenal dengan penangkaran rusa dan udara sejuk pegunungan.,1,1,0,1,175.04,276,630000,360000,1050000,150000,2190000,melebihi budget,0
BDG-TRV-0892,Kabupaten Bandung,4 hari 3 malam,4,1,2621000,standar,transportasi umum,nyaman,mall,kuliner,Cihampelas Walk,mall,Kota Bandung,-6.894,107.6042,"-6.894,107.6042","Jl. Cihampelas No.160, Cipaganti, Coblong, Kota Bandung",Cihampelas Walk adalah pusat belanja dan kuliner dengan konsep ruang terbuka yang cocok untuk jalan santai dan hiburan keluarga.,1,1,1,1,31.05,46,112000,1560000,280000,10000,1962000,sesuai,1
BDG-TRV-0893,Cimahi,1 hari,1,4,3979000,premium,mobil,tanpa penginapan,mall,religi,Cihampelas Walk,mall,Kota Bandung,-6.894,107.6042,"-6.894,107.6042","Jl. Cihampelas No.160, Cipaganti, Coblong, Kota Bandung",Cihampelas Walk adalah pusat belanja dan kuliner dengan konsep ruang terbuka yang cocok untuk jalan santai dan hiburan keluarga.,1,0,1,1,15.52,24,93000,0,280000,40000,413000,sesuai,0
BDG-TRV-0894,Tasikmalaya,3 hari 2 malam,3,5,2925000,premium,mobil,standar,wisata kuliner,keluarga,Martabak San Francisco Bandung,wisata kuliner,Kota Bandung,-6.9026,107.6092,"-6.9026,107.6092","Jl. Burangrang, Lengkong, Kota Bandung",Martabak San Francisco Bandung adalah destinasi kuliner legendaris yang dikenal dengan pilihan martabak manis dan martabak telur.,1,1,1,1,115.94,182,696000,640000,1050000,75000,2461000,sesuai,1
BDG-TRV-0895,Garut,2 hari 1 malam,2,2,917000,hemat,motor,hemat,wisata edukasi,healing,Paskal 23 Bandung,mall,Kota Bandung,-6.9147,107.5918,"-6.9147,107.5918","Jl. Pasir Kaliki No.25-27, Kebon Jeruk, Andir, Kota Bandung",Paskal 23 Bandung adalah pusat perbelanjaan dan kuliner modern yang dekat dengan kawasan stasiun dan pusat kota.,0,0,1,1,76.38,150,214000,180000,280000,20000,694000,sesuai,0
BDG-TRV-0896,Bekasi,3 hari 2 malam,3,1,2272000,standar,mobil,hemat,museum,edukasi,Museum Geologi Bandung,museum,Kota Bandung,-6.9007,107.6215,"-6.9007,107.6215","Jl. Diponegoro No.57, Cihaur Geulis, Cibeunying Kaler, Kota Bandung","Museum Geologi Bandung adalah destinasi edukasi yang menampilkan koleksi batuan, mineral, fosil, dan informasi sejarah bumi.",1,1,1,0,281.07,617,1686000,360000,210000,15000,2271000,sesuai,0
BDG-TRV-0897,Kota Bandung,3 hari 2 malam,3,3,568000,hemat,transportasi umum,nyaman,wisata kota,edukasi,Martabak San Francisco Bandung,wisata kuliner,Kota Bandung,-6.9026,107.6092,"-6.9026,107.6092","Jl. Burangrang, Lengkong, Kota Bandung",Martabak San Francisco Bandung adalah destinasi kuliner legendaris yang dikenal dengan pilihan martabak manis dan martabak telur.,0,0,0,1,11.81,24,43000,1040000,630000,45000,1758000,melebihi budget,0
BDG-TRV-0898,Garut,1 hari,1,2,1012000,hemat,transportasi umum,tanpa penginapan,mall,keluarga,Trans Studio Mall Bandung,mall,Kota Bandung,-6.9254,107.6358,"-6.9254,107.6358","Jl. Gatot Subroto No.289, Cibangkong, Batununggal, Kota Bandung",Trans Studio Mall Bandung adalah pusat perbelanjaan dan hiburan indoor yang terhubung dengan kawasan Trans Studio Bandung.,1,1,1,1,95.23,155,343000,0,140000,20000,503000,sesuai,1
BDG-TRV-0899,Kota Bandung,3 hari 2 malam,3,4,2305000,standar,transportasi umum,hemat,kuliner,kuliner,Martabak San Francisco Bandung,wisata kuliner,Kota Bandung,-6.9026,107.6092,"-6.9026,107.6092","Jl. Burangrang, Lengkong, Kota Bandung",Martabak San Francisco Bandung adalah destinasi kuliner legendaris yang dikenal dengan pilihan martabak manis dan martabak telur.,1,1,1,1,9.2,19,33000,360000,840000,60000,1293000,sesuai,1
